Country Name,Country Code,Year,Gender Gap Labor force participation % (15+age),Gender Gap Part time employment %,Gender Gap Self-employed %,Gender Gap Unemployment %,Gender Gap Vulnerable employment %,Gender Gap Wage and salaried workers %,Total Gender Gap %
Belgium,BEL,2010,13.299999237060504,-23.9200000762939,6.5130004882813,-0.41000080108642045,2.7399998307227893,-6.513000488281307,-8.290001809597033
Benin,BEN,1964,0,0,0,0,0,0,0
Burkina Faso,BFA,2017,17.008998870849602,0,-4.999000549316406,-5.0629997253417995,-5.676002502441392,4.99899959564212,6.269995689392125
Bahrain,BHR,2006,46.2239990234375,0,2.9449999332428,-3.501999914646149,1.3279999494552601,-2.9449996948242045,44.049999296665206
Brazil,BRA,1994,36.241996765136804,0,-0.23699951171870026,-2.8289999961853,-2.9670000076294016,0.23699951171870026,30.445996761322103
Switzerland,CHE,1987,0,0,0,0,0,0,0
China,CHN,1997,12.191001892089801,0,-2.0900001525878977,0.8629999160766602,-4.193000793457003,2.0900001525878977,8.861001014709458
Caribbean small states,CSS,1978,0,0,0,0,0,0,0
Caribbean small states,CSS,2006,23.305405872087896,0,9.072389254262596,-4.70166547804531,6.7740078752893,-9.072389978761109,25.377747544833372
Curacao,CUW,2014,0,0,0,0,0,0,0
Djibouti,DJI,2008,24.9260025024414,0,1.8610000610351989,-1.5609998703002903,-0.09899997711179509,-1.8610000610351989,23.266002655029315
Algeria,DZA,2004,59.735000610351506,0,-12.339000701904297,-0.6509990692137997,-16.828000545501695,12.339000701904297,42.256000995636015
Spain,ESP,1962,0,0,0,0,0,0,0
France,FRA,2012,10.771999359130795,-16.7000007629395,7.23499965667721,0.07999992370604936,3.1860003471374494,-7.235000610351506,-2.6620020866395
Georgia,GEO,1990,17.611003875732393,0,0,0,0,0,17.611003875732393
"Gambia, The",GMB,1993,25.202003479003892,0,-13.299003601074205,-6.13100004196167,-13.609998703002901,13.298999786377003,5.461000919342119
Greenland,GRL,1999,0,0,0,0,0,0,0
Honduras,HND,1982,0,0,0,0,0,0,0
India,IND,1969,0,0,0,0,0,0,0
Iceland,ISL,1972,0,0,0,0,0,0,0
Israel,ISR,1992,23.6459999084472,0,10.948999881744403,-5.1399993896484,3.97900021076203,-10.948997497558608,22.485003113746625
Jamaica,JAM,1968,0,0,0,0,0,0,0
Jordan,JOR,1976,0,0,0,0,0,0,0
Kyrgyz Republic,KGZ,1996,18.197002410888707,0,-2.572998046875,-2.189000606536859,-4.088002204895005,2.573001861572301,11.920003414154145
Kyrgyz Republic,KGZ,2000,18.738998413085902,0,-5.648002624511804,-1.76399993896485,-6.6299991607665945,5.648002624511804,10.344999313354457
St. Kitts and Nevis,KNA,1987,0,0,0,0,0,0,0
St. Kitts and Nevis,KNA,1997,0,0,0,0,0,0,0
"Korea, Rep.",KOR,2010,22.6599960327149,-8.970000267028771,5.5149993896485014,0.6400001049041797,1.7260001897811001,-5.514999389648494,16.055996060371417
Lao PDR,LAO,2008,2.1719970703125,0,-8.937004089355398,0.13499999046325695,-9.385002136230398,8.937000274658189,-7.07800889015185
Lebanon,LBN,1987,0,0,0,0,0,0,0
Liberia,LBR,1967,0,0,0,0,0,0,0
Liberia,LBR,1998,6.625999450683601,0,-15.672004699707003,2.52699995040894,-16.208003997802706,15.671998977661168,-7.0550103187560005
Lithuania,LTU,2011,10.516002655029297,-11.189999580383258,3.8070001602172994,4.999999999999998,1.6770004034042305,-3.8069992065428977,6.003004431724669
Luxembourg,LUX,2001,23.938003540039105,-28.890000820159962,2.3080005645751998,-0.6089998483657801,-1.2000001817941603,-2.307998657226591,-6.760995402932188
Moldova,MDA,1977,0,0,0,0,0,0,0
Madagascar,MDG,1988,0,0,0,0,0,0,0
Montenegro,MNE,1965,0,0,0,0,0,0,0
Montenegro,MNE,1971,0,0,0,0,0,0,0
Montenegro,MNE,1997,17.4799995422363,0,9.529001235961896,-9.993000030517603,3.192000389099201,-9.529003143310604,10.678997993469192
Mauritius,MUS,1980,0,0,0,0,0,0,0
Malaysia,MYS,1961,0,0,0,0,0,0,0
Netherlands,NLD,1985,0,-34.9200000762939,0,0,0,0,-34.9200000762939
Nepal,NPL,1977,0,0,0,0,0,0,0
Panama,PAN,2009,33.33500289917,-9.9500007629394,3.665000915527294,-3.768000125885009,1.6699991226196005,-3.6650047302246023,21.286997318267883
Romania,ROU,1967,0,0,0,0,0,0,0
South Sudan,SSD,2008,5.977996826171804,0,-7.207000732421903,-1.9909992218018004,-12.492002487182702,7.207000732421903,-8.505004882812699
Sao Tome and Principe,STP,1975,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2000,36.5969963073731,0,-11.5459976196289,-5.3269996643066015,-11.707999229431302,11.5459976196289,19.561997413635194
Slovenia,SVN,2010,12.3099975585937,-9.630001068115298,5.962999343871999,0.40000009536742986,2.894000053405799,-5.962997436523494,5.973998546600136
Seychelles,SYC,1988,0,0,0,0,0,0,0
Seychelles,SYC,2011,0,0,0,0,0,0,0
Togo,TGO,1969,0,0,0,0,0,0,0
Turkey,TUR,2006,45.337999343872,-14.550000190734899,-10.949001312255895,-0.3579998016357404,-16.831000328063897,10.949001312255895,13.598999023437464
Tanzania,TZA,1982,0,0,0,0,0,0,0
Tanzania,TZA,1993,3.109001159667997,0,-5.155998229980398,-2.18799996376038,-5.726005077362004,5.15599989891053,-4.805002212524254
Uganda,UGA,1996,13.4419975280762,0,-11.093002319336009,-0.7860000133514398,-11.299006462097097,11.092999935150178,1.3569886684418329
Ukraine,UKR,1977,0,0,0,0,0,0,0
Ukraine,UKR,2017,16.053001403808594,-7.459999561309811,3.6040000915527006,2.842000007629429,2.579000800848,-3.603996276855497,14.014006465673415
St. Vincent and the Grenadines,VCT,2012,23.184001922607393,0,3.140999794006399,-2.8040008544922017,1.23500001430512,-3.140998840332003,21.615002036094708
"Venezuela, RB",VEN,1965,0,0,0,0,0,0,0
Zimbabwe,ZWE,1979,0,0,0,0,0,0,0
Aruba,ABW,2014,0,0,0,0,0,0,0
Andorra,AND,2001,0,0,0,0,0,0,0
United Arab Emirates,ARE,1987,0,0,0,0,0,0,0
Argentina,ARG,1971,0,0,0,0,0,0,0
Argentina,ARG,1973,0,0,0,0,0,0,0
Austria,AUT,2011,12.784999847412102,-26.7200012207031,4.8669996261596005,-0.030000209808350498,0.6849997043609601,-4.8669967651367045,-13.279999017715493
Belgium,BEL,1989,0,-25.11000061035155,0,0,0,0,-25.11000061035155
Burkina Faso,BFA,1982,0,0,0,0,0,0,0
Bangladesh,BGD,1993,64.30799674987801,0,-20.6769981384277,-0.20899987220764027,-21.0800008773804,20.6770009994506,43.01899886131287
"Bahamas, The",BHS,1982,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2003,22.227001190185497,0,7.459999084472699,-6.25,-0.35100054740910025,-7.459995269775398,15.626004457473698
Brazil,BRA,2012,23.1659965515137,-12.640000343322699,9.235002517700202,-3.2420001029968306,6.815999627113399,-9.235000610351605,14.099997639656166
Cote d'Ivoire,CIV,1979,0,0,0,0,0,0,0
Comoros,COM,2011,15.25,0,-22.2179985046387,-0.46500015258788974,-23.189001083374094,22.2180023193359,-8.403997421264787
Germany,DEU,1975,0,0,0,0,0,0,0
Germany,DEU,1981,0,0,0,0,0,0,0
Finland,FIN,2008,8.385997772216804,-9.9700012207032,8.148000717163088,-0.6209998130798304,4.579000115394599,-8.148002624511705,2.3739949464797565
Georgia,GEO,1973,0,0,0,0,0,0,0
Guinea,GIN,2015,2.812999725341804,0,-10.708000183105497,2.0699999332428,-11.495004653930692,10.70799994468687,-6.612005233764716
Equatorial Guinea,GNQ,1965,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1999,13.880001068115199,0,-4.0409965515137,-1.1749997138977104,-5.8599982261658,4.0409965515137,6.8450031280516885
"Iran, Islamic Rep.",IRN,1979,0,0,0,0,0,0,0
"Iran, Islamic Rep.",IRN,2010,54.0070028305054,0,-6.183998107910099,-8.733000755310101,-10.041002273559606,6.183998107910099,35.23299980163569
Iraq,IRQ,2011,57.2449970245361,0,-6.6710014343262,-3.8910002708434996,-10.3910007476807,6.6710014343262,42.9629960060119
Cambodia,KHM,2016,7.696006774902301,0,-12.311000823974602,0.030000001192093007,-12.5450019836426,12.311000823974602,-4.818995207548205
"Korea, Rep.",KOR,1997,25.396999359130902,0,-2.9060020446777983,0.5199999809265199,-6.022999405860901,2.9060020446777983,19.893999934196522
Kuwait,KWT,1963,0,0,0,0,0,0,0
Libya,LBY,2015,53.077003479003906,0,-7.393997192382798,-11.313999176025398,-10.968999385833705,7.393997192382798,30.794004917144804
Lesotho,LSO,1973,0,0,0,0,0,0,0
St. Martin (French part),MAF,2015,0,0,0,0,0,0,0
Madagascar,MDG,1967,0,0,0,0,0,0,0
Mali,MLI,2006,31.7490005493164,0,-8.815002441406207,-3.1260004043578586,-9.618000030517607,8.814999580383311,19.00499725341804
Montenegro,MNE,1975,0,0,0,0,0,0,0
Montenegro,MNE,1994,18.012996673584,0,10.968000411987404,-8.201999664306602,2.8440001010895006,-10.967994689941406,12.655002832412897
Montenegro,MNE,2011,13.3150024414062,-0.8500003814696999,9.299000740051298,-0.600999832153299,5.990999758243511,-9.299003601074205,17.854999125003808
Mauritius,MUS,1977,0,0,0,0,0,0,0
New Caledonia,NCL,2000,10.5979995727539,0,12.274000167846705,-2.4210004806518004,4.61200033128254,-12.273994445800795,12.789005145430547
Netherlands,NLD,1970,0,0,0,0,0,0,0
Nepal,NPL,1969,0,0,0,0,0,0,0
Peru,PER,2007,16.166999816894602,-13.119999885558999,-12.208000183105398,-0.6820001602172905,-16.7830009460449,12.208000183105398,-14.418001174926587
Papua New Guinea,PNG,2012,2.3570022583007955,0,-17.160995483398395,1.8709999322891198,-18.372001647949205,17.16100025177,-14.143994688987682
Paraguay,PRY,1966,0,0,0,0,0,0,0
French Polynesia,PYF,1962,0,0,0,0,0,0,0
Sudan,SDN,1988,0,0,0,0,0,0,0
Senegal,SEN,1973,0,0,0,0,0,0,0
Singapore,SGP,1972,0,0,0,0,0,0,0
El Salvador,SLV,1962,0,0,0,0,0,0,0
Serbia,SRB,1989,0,0,0,0,0,0,0
Slovenia,SVN,2009,12.037002563476605,-9.069999694824201,6.189999580383299,0.09999990463257014,3.4179997444151997,-6.190002441406307,6.484999656677166
Slovenia,SVN,2017,9.16499710083,-10.130001068115202,6.665999412536701,-1.7090001106262198,3.47199940681457,-6.666000366210909,0.7979943752289387
Syrian Arab Republic,SYR,1964,0,0,0,0,0,0,0
Chad,TCD,2000,16.193000793457003,0,-9.061004638671903,-1.8859996795654306,-9.312000274658288,9.06099975109102,4.994995951652399
Turkey,TUR,1964,0,0,0,0,0,0,0
Turkey,TUR,1976,0,0,0,0,0,0,0
Turkey,TUR,1989,0,0,0,0,0,0,0
Uruguay,URY,2011,20.845996856689503,-15.659998893737798,4.307001113891602,-3.243999958038331,0.9319985508918975,-4.306999206542997,2.8739984631538746
"Yemen, Rep.",YEM,2008,57.5139980316162,0,-19.267997741699304,-27.916000366211,-22.176000595092702,19.267997741699304,7.421997070312493
Afghanistan,AFG,2016,67.2980022430419,0,-2.599998474121108,-5.0469999313353995,-3.740999221801701,2.6000003814698047,58.5100049972535
Armenia,ARM,1989,0,0,0,0,0,0,0
Burundi,BDI,2014,-2.905998229980497,0,-8.259002685546903,0.9049998521804798,-9.014002323150692,8.259000301361121,-11.015003085136492
Bolivia,BOL,1981,0,0,0,0,0,0,0
Brazil,BRA,2003,25.11399841308601,0,4.746002197265703,-4.56499958038327,1.8739991188048961,-4.746002197265604,22.422997951507735
Switzerland,CHE,1990,23.451000213622997,0,0,0,0,0,23.451000213622997
Cameroon,CMR,1997,12.6890029907226,0,-20.82500457763669,2.6749997138976997,-21.781002998352093,20.82499980926512,-6.417005062103364
Comoros,COM,1961,0,0,0,0,0,0,0
Costa Rica,CRI,1994,46.80399703979491,0,6.216999053955099,-2.1890001296997097,1.921999692916902,-6.217002868652301,46.5369927883149
Germany,DEU,1995,21.559997558593693,-26.81000089645381,3.84899997711182,-2.5809998512268093,-0.5410000383854001,-3.8489990234375,-8.372002273798007
"Egypt, Arab Rep.",EGY,2000,52.71399879455561,0,-3.3590011596680043,-16.465000152587898,-18.907999992370602,3.3590011596680043,17.340998649597104
Spain,ESP,1973,0,0,0,0,0,0,0
Ethiopia,ETH,1986,0,0,0,0,0,0,0
Fragile and conflict affected situations,FCS,1985,0,0,0,0,0,0,0
France,FRA,2006,12.101997375488303,-18.1700000762939,6.73500013351438,-1.2519998550415004,2.3120003938675,-6.735000610351591,-5.008002638816809
"Micronesia, Fed. Sts.",FSM,2009,0,0,0,0,0,0,0
Gabon,GAB,1960,0,0,0,0,0,0,0
Iceland,ISL,1974,0,0,0,0,0,0,0
Jamaica,JAM,2006,20.7740020751953,0,8.662998199462905,-5.12099933624267,6.905000686645501,-8.662998199462898,22.558003425598137
"Korea, Rep.",KOR,1976,0,0,0,0,0,0,0
Sri Lanka,LKA,1978,0,0,0,0,0,0,0
Latvia,LVA,2010,11.431999206543004,-7.2399997711182,4.3999996185303,6.441999435424798,1.68099987506866,-4.400001525879006,12.314996838569556
Maldives,MDV,1979,0,0,0,0,0,0,0
Maldives,MDV,1988,0,0,0,0,0,0,0
Montenegro,MNE,1991,17.9930000305176,0,8.4729995727539,-7.587999343872099,4.2280000448227195,-8.472999572753892,14.633000731468227
Montenegro,MNE,1992,18.0670013427735,0,9.234999656677198,-7.554000854492198,4.461999595165289,-9.235000610351605,14.974999129772185
Mauritania,MRT,1963,0,0,0,0,0,0,0
Mauritania,MRT,2000,43.3629970550537,0,-12.325996398925795,-4.86600017547603,-14.356998920440702,12.326000213622997,24.140001773834165
Namibia,NAM,2008,10.490001678466804,0,-12.425998687744201,-4.697999954223601,-13.258000612259,12.425998687744197,-7.4659988880158
Nigeria,NGA,1961,0,0,0,0,0,0,0
Nepal,NPL,2015,3.9130020141600994,0,-20.4550018310547,1.0089998245239302,-22.158002853393498,20.455000877380343,-17.236001968383828
Puerto Rico,PRI,1978,0,0,0,0,0,0,0
Paraguay,PRY,2017,27.318004608154297,0,-1.3729972839356037,-1.3630003929138192,-4.926998138427699,1.3729972839356037,21.02800607681278
West Bank and Gaza,PSE,1993,58.2540016174316,0,-0.09000015258789773,-1.8660011291503995,-2.387000083923404,0.09000015258789773,54.0010004043578
French Polynesia,PYF,1964,0,0,0,0,0,0,0
French Polynesia,PYF,1972,0,0,0,0,0,0,0
San Marino,SMR,1981,0,0,0,0,0,0,0
Sao Tome and Principe,STP,1976,0,0,0,0,0,0,0
Slovak Republic,SVK,1972,0,0,0,0,0,0,0
Slovak Republic,SVK,1973,0,0,0,0,0,0,0
Sweden,SWE,2005,8.410995483398402,-16.859998703002898,9.55700016021725,0.22000026702880948,5.191000372171401,-9.556999206542997,-3.0380016267300327
Seychelles,SYC,1982,0,0,0,0,0,0,0
Togo,TGO,1993,3.5559997558594034,0,-12.520004272461009,0.6409999132156299,-13.239000320434698,12.52000093460086,-9.042003989219813
Turkey,TUR,1985,0,0,0,0,0,0,0
Uganda,UGA,2002,11.842994689941406,0,-12.043998718261705,-1.3640000820159903,-12.3429985046387,12.044000625610371,-1.864001989364617
Uruguay,URY,1975,0,0,0,0,0,0,0
St. Vincent and the Grenadines,VCT,1989,0,0,0,0,0,0,0
Vanuatu,VUT,1960,0,0,0,0,0,0,0
Andorra,AND,2012,0,0,0,0,0,0,0
Azerbaijan,AZE,1962,0,0,0,0,0,0,0
Azerbaijan,AZE,1976,0,0,0,0,0,0,0
Burundi,BDI,1969,0,0,0,0,0,0,0
Belgium,BEL,1997,19.4930000305176,-25.820001602172862,3.6360006332397017,-4.46100044250491,1.9840002059936008,-3.6360015869140057,-8.804002761840877
Bulgaria,BGR,1963,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1973,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1984,0,0,0,0,0,0,0
Bermuda,BMU,2010,0,-5.38999938964841,0,0,0,0,-5.38999938964841
Barbados,BRB,1961,0,0,0,0,0,0,0
Chile,CHL,2013,25.290000915527393,-13.389997482299805,0.39900016784669745,-1.6290001869201696,-2.5409994125365998,-0.39899444580080967,7.730009555816707
Costa Rica,CRI,1965,0,0,0,0,0,0,0
Cyprus,CYP,1989,0,0,0,0,0,0,0
"Egypt, Arab Rep.",EGY,1969,0,0,0,0,0,0,0
Spain,ESP,1985,0,0,0,0,0,0,0
Spain,ESP,2016,11.926998138427798,-15.899999618530298,7.7359991073609,-3.2600002288818004,4.8589998185635,-7.736000061035099,-2.374002844094999
Fiji,FJI,2012,35.02699661254879,0,-2.716999053955,-5.11299943923953,-3.441001892089801,2.716999053955,26.47299528121946
France,FRA,1994,16.103000640869098,-19.499999046325602,5.568000793457001,-3.4680004119872994,0.9469998478889394,-5.568000793457003,-5.917998969554866
Gabon,GAB,1981,0,0,0,0,0,0,0
Georgia,GEO,1977,0,0,0,0,0,0,0
Guinea,GIN,1962,0,0,0,0,0,0,0
Guyana,GUY,1973,0,0,0,0,0,0,0
Israel,ISR,1963,0,0,0,0,0,0,0
Japan,JPN,1998,27.3680000305176,0,-2.1130008697508984,0.16000032424925958,-4.4840005636215015,2.1129989624024006,23.04399788379686
Kiribati,KIR,1974,0,0,0,0,0,0,0
Kuwait,KWT,2005,36.0370025634765,0,2.962000012397765,0.1899999380111701,2.46599995344878,-2.961997985839801,38.69300448149441
Lebanon,LBN,2009,46.319999694824304,0,25.332998275756903,-5.444999694824211,14.871999979019202,-25.33299636840831,55.74700188636789
Sri Lanka,LKA,1968,0,0,0,0,0,0,0
Moldova,MDA,1993,5.056999206542997,0,-6.640001296997102,2.283000469207769,-9.4769992828369,6.6399993896485086,-2.1370015144347274
Marshall Islands,MHL,2005,0,0,0,0,0,0,0
Mali,MLI,1992,31.4619979858399,0,-6.833000183105398,-0.9200000762939502,-7.714000701904396,6.83299970626835,22.827996730804507
Malta,MLT,1964,0,0,0,0,0,0,0
Mongolia,MNG,2014,12.839000701904297,-3.579999923706101,5.791000366210895,0.6050000190734908,4.858997225761499,-5.791000366210895,14.722998023033185
Mauritania,MRT,1993,45.0590038299561,0,-11.2639999389649,-5.05999946594242,-12.945000171661391,11.2639999389649,27.054004192352288
Mauritius,MUS,1979,0,0,0,0,0,0,0
Niger,NER,2017,23.172996520996094,0,-3.0349960327149006,0.225999996066094,-3.7650012969970987,3.0349998474121502,19.63399903476234
Nigeria,NGA,1979,0,0,0,0,0,0,0
Panama,PAN,1962,0,0,0,0,0,0,0
Paraguay,PRY,2006,30.136001586914105,0,0.8209991455077983,-2.2529997825622603,-2.5189990997313956,-0.8209991455077983,25.36400270462045
French Polynesia,PYF,1979,0,0,0,0,0,0,0
Solomon Islands,SLB,2004,17.750999450683594,0,-0.9440002441405966,-0.25399994850159,-2.0560016632079936,0.9440002441406001,15.440997838974013
Sierra Leone,SLE,1998,1.4970016479491974,0,-7.268997192382798,2.3239998817443803,-7.56500339508051,7.2690000534057795,-3.7439990043639506
Sierra Leone,SLE,1999,1.3990020751953054,0,-7.689002990722699,2.37400007247925,-7.917997360229506,7.68899989128114,-4.14499831199651
Somalia,SOM,1992,56.0009975433349,0,-17.93099975585929,-0.9210000038146999,-19.355003058910313,17.9309997558594,35.72499448060999
Somalia,SOM,2014,56.0599975585937,0,-17.33600616455081,-0.9689998626709002,-18.648001790046692,17.336000442504897,36.4429901838302
Suriname,SUR,1997,31.966003417968807,0,11.429000854492198,-8.37400007247928,9.361001133918801,-11.429000854492202,32.95300447940832
Slovak Republic,SVK,1982,0,0,0,0,0,0,0
Slovak Republic,SVK,2011,17.719001770019503,-5.520000457763691,11.089000701904332,-0.019999504089298625,8.617999088019099,-11.088996887207102,20.79700471088284
Slovenia,SVN,2005,13.134002685546896,-8.899999618530298,4.5840005874634,-0.9709997177123997,2.1100001335144007,-4.583999633789105,5.373004436492894
Seychelles,SYC,1974,0,0,0,0,0,0,0
Turkmenistan,TKM,2004,22.7259979248047,0,-4.746000289917003,0.003999948501590023,-6.933999061584398,4.746002197265597,15.796000719070488
Tunisia,TUN,1980,0,0,0,0,0,0,0
Uzbekistan,UZB,1979,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,2006,27.760002136230504,0,-17.296005249023395,-1.7150001525878897,-18.352001190185604,17.29599952697757,7.692995071411186
Angola,AGO,2011,5.211997985839901,0,-23.028995513916,-0.6830000877380398,-26.432002067565904,23.0289993286133,-21.903000354766746
Angola,AGO,1968,0,0,0,0,0,0,0
United Arab Emirates,ARE,1973,0,0,0,0,0,0,0
Burundi,BDI,2013,-2.7010040283202983,0,-8.052993774414091,0.85600006580353,-8.7740025520325,8.05299997329708,-10.619000315666279
Benin,BEN,1962,0,0,0,0,0,0,0
Bangladesh,BGD,1970,0,0,0,0,0,0,0
Bolivia,BOL,2010,20.0259971618652,0,4.942001342773395,-0.9179999828338601,4.270999908447301,-4.941997528076101,23.379000902175935
Barbados,BRB,1973,0,0,0,0,0,0,0
Botswana,BWA,1960,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1983,0,0,0,0,0,0,0
Cabo Verde,CPV,2003,34.449005126953104,0,-0.41999816894540487,-1.840999603271399,-2.349998474121101,0.41999816894540487,30.258007049560604
Cayman Islands,CYM,1972,0,0,0,0,0,0,0
Ecuador,ECU,2016,25.649002075195305,-18.7400016784668,-14.932998657226605,-2.1250002384185795,-16.928997993469302,14.932998657226605,-12.14499783515938
Fiji,FJI,2001,37.1800003051758,0,-4.944000244140604,-4.54399967193599,-5.646999359130895,4.944000244140604,26.98900127410892
Fiji,FJI,2009,34.8039970397949,0,-2.641002655029304,-5.121000289917021,-3.364998817443798,2.641002655029304,26.317997932434082
Gabon,GAB,1988,0,0,0,0,0,0,0
Guinea,GIN,1977,0,0,0,0,0,0,0
Guam,GUM,2014,23.6750030517578,0,-4.6340026855469,-1.0200004577636692,-7.4279986619948986,4.633995056152301,15.226996302604633
Croatia,HRV,1969,0,0,0,0,0,0,0
Indonesia,IDN,2009,33.2080001831055,-14.319999694824197,-8.794998168945298,-0.9619998931884801,-11.325003623962402,8.7950019836425,6.601000785827619
Ireland,IRL,2003,21.272003173828203,-28.460000038147,17.05300092697148,0.81599998474121,11.247000098228462,-17.053001403808608,4.8750027418137485
Cambodia,KHM,1979,0,0,0,0,0,0,0
"Korea, Rep.",KOR,1983,0,0,0,0,0,0,0
Kuwait,KWT,2000,37.3580017089844,0,3.157000064849858,-0.8169999718666119,2.6439999081194427,-3.156997680664105,39.185004029422984
Lebanon,LBN,1988,0,0,0,0,0,0,0
Liberia,LBR,2014,4.060001373291001,0,-20.6910018920898,-0.03699994087218972,-21.164996147155804,20.69099998474119,-17.141996622085603
Lesotho,LSO,2017,15.118003845214893,0,7.666999816894496,-5.326999664306701,7.397997856140101,-7.666999816894496,17.189002037048294
Morocco,MAR,2011,49.971000671386804,-29.690000057220466,-14.630996704101605,-1.826999664306621,-17.090000152587905,14.6310005187988,1.3640046119690084
Niger,NER,1988,0,0,0,0,0,0,0
Netherlands,NLD,2009,13.431003570556605,-35.389997482299805,5.6260004043578995,-0.09000015258788974,2.19200018048282,-5.625999450683594,-19.856992930173966
Portugal,PRT,1988,0,-10.550000190734911,0,0,0,0,-10.550000190734911
Senegal,SEN,1976,0,0,0,0,0,0,0
Solomon Islands,SLB,1969,0,0,0,0,0,0,0
Seychelles,SYC,1999,0,0,0,0,0,0,0
Togo,TGO,1981,0,0,0,0,0,0,0
Tunisia,TUN,1962,0,0,0,0,0,0,0
Tunisia,TUN,2002,46.834001541137695,0,6.8529987335206,-1.403999328613299,2.5589985847473997,-6.852996826171903,47.98900270462049
Turkey,TUR,1977,0,0,0,0,0,0,0
Tuvalu,TUV,2012,0,0,0,0,0,0,0
Ukraine,UKR,1997,13.087997436523501,0,-6.306999206542997,2.2230000495911106,-1.734000012278699,6.3070068359375,13.577005103230416
Uruguay,URY,1987,0,0,0,0,0,0,0
United States,USA,1985,0,0,0,0,0,0,0
Uzbekistan,UZB,1982,0,0,0,0,0,0,0
"Venezuela, RB",VEN,1999,34.67499542236331,0,4.488000869750898,-2.270999908447301,1.8389985561369997,-4.487998962402401,34.242995977401506
Vietnam,VNM,2001,8.934997558593793,0,-7.210006713867202,-0.16799998283386008,-7.222000122070298,7.209999084472699,1.544989824295131
"Yemen, Rep.",YEM,2017,63.63299655914311,0,-18.7569999694825,-15.500000953674299,-24.67400074005119,18.756999969482504,23.458994865417623
Zambia,ZMB,2008,11.580001831054702,0,-17.008003234863295,-0.8759999275207493,-17.120998382568402,17.0079994201661,-6.417000293731643
Zimbabwe,ZWE,2002,12.407997131347699,0,-27.856998443603494,0.94199991226197,-28.112999916076596,27.8570003509521,-14.763000965118323
United Arab Emirates,ARE,1966,0,0,0,0,0,0,0
United Arab Emirates,ARE,1971,0,0,0,0,0,0,0
Argentina,ARG,1978,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1994,0,0,0,0,0,0,0
Australia,AUS,1976,0,0,0,0,0,0,0
Benin,BEN,1969,0,0,0,0,0,0,0
Burkina Faso,BFA,1990,14.574996948242202,0,0,0,0,0,14.574996948242202
"Bahamas, The",BHS,1984,0,0,0,0,0,0,0
Bermuda,BMU,1970,0,0,0,0,0,0,0
Brunei Darussalam,BRN,2006,20.655998229980497,0,1.4659996032714915,-1.8250002861023003,-1.2069998979568397,-1.465995788574304,17.624001860618545
Cameroon,CMR,2001,11.727005004882812,0,-21.706001281738295,1.47399997711182,-22.749000549316406,21.70599937438969,-9.547997474670378
Cameroon,CMR,2006,11.059005737304702,0,-15.7360000610351,-0.6029999256134002,-16.879998803138697,15.7360010147094,-6.423992037773097
Caribbean small states,CSS,1975,0,0,0,0,0,0,0
Cayman Islands,CYM,2010,0,0,0,0,0,0,0
Djibouti,DJI,1992,34.195003509521506,0,1.002998352050696,-1.9109997749328596,-0.8780021667480966,-1.002998352050696,31.406001567840548
Ecuador,ECU,2010,30.610004425048793,-12.419999122619602,-12.826000213623104,-1.4360001087188698,-14.998998165130594,12.826000213623104,1.7550070285797261
Eritrea,ERI,1974,0,0,0,0,0,0,0
France,FRA,1987,0,-18.329999923706097,0,0,0,0,-18.329999923706097
Faroe Islands,FRO,1996,0,0,0,0,0,0,0
"Micronesia, Fed. Sts.",FSM,1990,0,0,0,0,0,0,0
"Micronesia, Fed. Sts.",FSM,2005,0,0,0,0,0,0,0
Gabon,GAB,1978,0,0,0,0,0,0,0
Georgia,GEO,2017,20.944995880126903,0,1.8000030517577983,4.711999893188471,1.247999191284201,-1.8000030517577983,26.904994964599574
Ghana,GHA,2002,4.222000122070298,0,-13.750999450683608,-0.5940003395080602,-15.591998100280804,13.750999927520729,-11.963997840881447
Greece,GRC,1961,0,0,0,0,0,0,0
Guatemala,GTM,1989,0,0,0,0,0,0,0
Guyana,GUY,2008,40.7309951782226,0,9.746997833252,-5.331000328063931,7.127000570297298,-9.747001647949297,42.52699160575867
Croatia,HRV,1985,0,0,0,0,0,0,0
Iraq,IRQ,1989,0,0,0,0,0,0,0
Iceland,ISL,2011,8.1700057983399,-14.9300003051757,7.846000671386749,1.55900001525879,4.107999719679361,-7.8460006713867045,-1.0929947718976045
Libya,LBY,1999,50.04799652099611,0,-7.011001586914098,-10.2399997711181,-9.953999519348102,7.011001586914098,29.853997230529906
Morocco,MAR,1998,53.204000473022504,0,-16.8489990234375,-5.860000610351502,-18.3470001220703,16.8490009307861,28.997001647949304
Moldova,MDA,1979,0,0,0,0,0,0,0
"Macedonia, FYR",MKD,1963,0,0,0,0,0,0,0
Mauritius,MUS,2004,37.827995300293,0,6.934999465942401,-7.515000343322759,3.9339998960494,-6.9350051879882955,34.246989130973745
Malaysia,MYS,1990,33.413002014160206,0,0,0,0,0,33.413002014160206
